City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,Flin Flon,54.77,-101.86,73.4,38,75,10.29,CA,2020-08-27 19:53:53
292,Sumbe,-11.21,13.84,68.74,84,100,5.64,AO,2020-08-27 19:53:53
293,Voznesenye,61.01,35.48,54.18,86,100,2.53,RU,2020-08-27 19:53:53
294,Saldanha,-33.01,17.94,57.2,76,100,3.36,ZA,2020-08-27 19:53:54
295,Haines Junction,60.75,-137.51,53.78,51,94,4.43,CA,2020-08-27 19:53:54
296,Awbari,26.59,12.78,85.42,19,0,6.67,LY,2020-08-27 19:53:54
297,Weligama,5.97,80.42,79.83,81,71,10.22,LK,2020-08-27 19:53:54
298,Coquimbo,-29.95,-71.34,59.0,67,20,10.29,CL,2020-08-27 19:53:54
299,Ponta Delgada,37.73,-25.67,77.0,83,20,8.05,PT,2020-08-27 19:53:54
300,Ginda,30.69,78.49,62.65,84,16,1.57,IN,2020-08-27 19:53:54
301,Necochea,-38.55,-58.74,59.0,61,0,7.0,AR,2020-08-27 19:53:54
302,Gwadar,25.12,62.33,81.59,87,29,9.95,PK,2020-08-27 19:53:55
303,Axim,4.87,-2.24,75.4,88,5,8.1,GH,2020-08-27 19:53:55
304,Los Llanos De Aridane,28.66,-17.92,80.6,69,1,16.11,ES,2020-08-27 19:53:55
305,Bitam,2.08,11.5,69.55,96,100,6.13,GA,2020-08-27 19:53:55
306,Turan,16.07,108.22,80.6,78,20,2.24,VN,2020-08-27 19:53:55
307,Tarauaca,-8.16,-70.77,98.69,24,0,2.19,BR,2020-08-27 19:53:55
308,Road Town,18.42,-64.62,86.0,79,40,10.29,VG,2020-08-27 19:50:57
309,Buraydah,26.33,43.98,95.0,21,0,16.11,SA,2020-08-27 19:53:56
310,Stokmarknes,68.56,14.91,46.99,81,40,5.82,NO,2020-08-27 19:53:56
311,Kidal,18.44,1.41,87.64,46,49,15.75,ML,2020-08-27 19:53:56
312,Lorengau,-2.02,147.27,81.73,76,3,7.14,PG,2020-08-27 19:53:56
313,Datia,25.67,78.47,80.13,83,53,4.76,IN,2020-08-27 19:53:56
314,Kathmandu,27.72,85.32,71.6,100,75,3.36,NP,2020-08-27 19:50:43
315,Lerwick,60.15,-1.15,50.0,93,5,8.05,GB,2020-08-27 19:53:57
316,Harper,4.38,-7.72,76.41,84,92,9.53,LR,2020-08-27 19:53:57
317,Gillette,44.29,-105.5,84.99,42,1,3.36,US,2020-08-27 19:53:57
318,Panshi,42.94,126.06,69.57,96,100,4.21,CN,2020-08-27 19:53:57
319,Port Hedland,-20.32,118.57,64.4,59,0,5.82,AU,2020-08-27 19:53:57
320,Ipojuca,-8.4,-35.06,80.6,61,40,14.99,BR,2020-08-27 19:53:57
321,Torquay,50.46,-3.51,61.0,9,0,15.75,GB,2020-08-27 19:53:57
322,Sinnamary,5.38,-52.95,84.74,67,100,6.38,GF,2020-08-27 19:53:58
323,Riviere-Au-Renard,49.0,-64.4,59.0,62,75,24.16,CA,2020-08-27 19:53:58
324,Datong,40.09,113.29,65.39,71,17,2.42,CN,2020-08-27 19:53:58
325,Urucui,-7.23,-44.56,93.99,25,91,4.5,BR,2020-08-27 19:53:58
326,Savannah Bight,16.45,-85.85,84.36,78,76,22.84,HN,2020-08-27 19:53:59
327,Ninghai,29.29,121.42,81.0,94,99,2.24,CN,2020-08-27 19:53:59
328,Finschhafen,-6.6,147.87,77.65,80,61,5.39,PG,2020-08-27 19:54:00
329,Viedma,-40.81,-63.0,66.99,36,14,8.01,AR,2020-08-27 19:54:00
330,Neyshabur,36.21,58.8,61.95,33,0,2.68,IR,2020-08-27 19:54:00
331,Pahrump,36.21,-115.98,100.99,10,0,5.01,US,2020-08-27 19:51:45
332,De-Kastri,51.47,140.78,57.04,93,100,4.05,RU,2020-08-27 19:54:00
333,Cairns,-16.92,145.77,71.6,68,75,13.87,AU,2020-08-27 19:54:00
334,Ayagoz,47.97,80.44,60.35,53,87,10.47,KZ,2020-08-27 19:54:01
335,Beringovskiy,63.05,179.32,50.92,83,73,5.84,RU,2020-08-27 19:54:01
336,Khandyga,62.67,135.6,38.77,74,11,2.15,RU,2020-08-27 19:54:01
337,Marmora,44.46,7.09,77.0,88,90,3.36,IT,2020-08-27 19:54:01
338,Jahanabad,25.22,84.98,78.8,83,75,11.41,IN,2020-08-27 19:50:07
339,Sangar,63.92,127.47,42.19,66,0,4.59,RU,2020-08-27 19:50:17
340,Vanavara,60.34,102.28,52.07,75,100,1.41,RU,2020-08-27 19:54:02
341,Goderich,43.75,-81.72,75.99,80,74,6.87,CA,2020-08-27 19:54:02
342,Sao Joao Da Barra,-21.64,-41.05,77.0,65,75,11.41,BR,2020-08-27 19:54:02
343,Tynda,55.17,124.72,38.16,91,0,4.0,RU,2020-08-27 19:50:24
344,Katesh,-4.52,35.38,59.36,68,2,8.21,TZ,2020-08-27 19:54:02
345,Avera,33.19,-82.53,91.99,66,40,5.82,US,2020-08-27 19:54:02
346,Ibra,22.69,58.53,86.27,55,100,6.11,OM,2020-08-27 19:54:03
347,Telimele,10.92,-13.33,70.54,98,100,2.08,GN,2020-08-27 19:54:03
348,Bendigo,-36.77,144.28,37.0,53,0,4.16,AU,2020-08-27 19:54:03
349,Gebre Guracha,9.8,38.4,53.6,94,68,4.74,ET,2020-08-27 19:54:04
350,Waipawa,-41.41,175.52,46.4,81,9,13.87,NZ,2020-08-27 19:54:04
351,Sarangani,5.4,125.46,83.17,73,96,5.59,PH,2020-08-27 19:54:04
352,Muravlenko,63.79,74.52,52.9,74,0,8.57,RU,2020-08-27 19:54:04
353,Namatanai,-3.67,152.43,78.82,82,73,5.88,PG,2020-08-27 19:54:04
354,Birao,10.28,22.79,74.52,93,100,4.29,CF,2020-08-27 19:54:04
355,Encruzilhada,-15.53,-40.91,73.33,55,36,9.01,BR,2020-08-27 19:54:05
356,Hervey Bay,-25.3,152.85,51.8,87,0,8.05,AU,2020-08-27 19:54:05
357,Vestmanna,62.16,-7.17,50.0,76,6,8.05,FO,2020-08-27 19:54:05
358,Beidao,34.57,105.89,66.33,81,43,3.2,CN,2020-08-27 19:54:05
359,Zyryanka,65.75,150.85,41.92,80,65,7.83,RU,2020-08-27 19:54:05
360,Kachiry,53.07,76.1,56.1,92,5,11.16,KZ,2020-08-27 19:54:05
361,Skjervoy,70.03,20.97,46.4,70,40,23.04,NO,2020-08-27 19:54:05
362,Sungaipenuh,-2.08,101.38,61.48,83,62,3.33,ID,2020-08-27 19:54:06
363,Lakes Entrance,-37.88,147.98,46.99,79,17,1.01,AU,2020-08-27 19:54:06
364,Deputatskiy,69.3,139.9,29.59,97,0,1.28,RU,2020-08-27 19:54:06
365,Chinhoyi,-17.37,30.2,64.96,47,4,6.15,ZW,2020-08-27 19:54:06
366,Minab,27.15,57.08,91.4,70,0,2.24,IR,2020-08-27 19:51:03
367,Gari,59.43,62.35,61.5,84,57,8.3,RU,2020-08-27 19:54:06
368,Thap Khlo,16.16,100.6,76.33,87,100,3.06,TH,2020-08-27 19:54:07
369,Anadyr,64.75,177.48,48.2,93,75,2.24,RU,2020-08-27 19:54:07
370,Nchelenge,-9.35,28.73,76.78,50,27,2.95,ZM,2020-08-27 19:54:07
371,Bluefields,12.01,-83.76,86.0,74,40,4.7,NI,2020-08-27 19:54:07
372,Lac Du Bonnet,50.25,-96.06,77.0,79,79,3.0,CA,2020-08-27 19:54:07
373,Hasaki,35.73,140.83,79.0,100,20,2.24,JP,2020-08-27 19:54:07
374,Novi Pazar,43.14,20.51,63.09,73,50,1.81,RS,2020-08-27 19:54:07
375,Shingu,33.73,135.98,76.35,85,0,6.4,JP,2020-08-27 19:54:08
376,Olafsvik,64.89,-23.71,52.05,79,80,12.66,IS,2020-08-27 19:54:08
377,Savona,44.3,8.27,77.0,79,0,0.49,IT,2020-08-27 19:54:08
378,Saint-Dizier,48.42,5.08,75.2,41,40,6.93,FR,2020-08-27 19:54:08
379,Kahului,20.89,-156.47,86.0,48,40,14.99,US,2020-08-27 19:54:08
380,Aksarka,66.56,67.8,53.55,86,12,6.35,RU,2020-08-27 19:54:08
381,Shevchenko,48.5,35.0,64.4,82,75,6.71,UA,2020-08-27 19:54:08
382,Guanica,17.97,-66.91,89.01,67,25,4.0,PR,2020-08-27 19:54:08
383,Sayat,38.78,63.88,71.6,49,0,6.93,TM,2020-08-27 19:54:09
384,Kieta,-6.22,155.63,76.06,88,100,3.6,PG,2020-08-27 19:54:09
385,Santa Barbara,34.42,-119.7,91.99,68,1,8.05,US,2020-08-27 19:50:54
386,Gayny,60.31,54.32,52.74,97,7,4.63,RU,2020-08-27 19:54:09
387,Sakaiminato,35.55,133.23,78.8,88,0,6.2,JP,2020-08-27 19:54:09
388,Kawalu,-7.38,108.21,69.48,91,84,1.05,ID,2020-08-27 19:54:09
389,Cananeia,-25.01,-47.93,67.62,81,0,5.17,BR,2020-08-27 19:54:09
390,Abay,49.63,72.85,48.2,87,0,4.47,KZ,2020-08-27 19:54:09
391,Walvis Bay,-22.96,14.51,55.99,82,0,3.36,NA,2020-08-27 19:54:10
392,Sovetskiy,61.36,63.58,56.73,97,9,8.03,RU,2020-08-27 19:54:10
393,Aljezur,37.32,-8.8,68.0,88,1,1.99,PT,2020-08-27 19:54:10
394,Macenta,8.54,-9.47,69.8,96,100,2.33,GN,2020-08-27 19:54:10
395,Snezhnogorsk,69.19,33.25,42.8,87,75,2.24,RU,2020-08-27 19:54:10
396,Sakakah,29.97,40.21,89.6,13,0,8.05,SA,2020-08-27 19:54:10
397,Gizo,-8.1,156.84,82.44,76,100,12.35,SB,2020-08-27 19:54:10
398,Miloslavskoye,53.58,39.44,62.2,70,100,6.22,RU,2020-08-27 19:54:11
399,Brae,60.4,-1.35,50.0,93,4,8.05,GB,2020-08-27 19:54:11
400,Tsabong,-26.02,22.4,58.6,31,0,9.91,BW,2020-08-27 19:54:11
401,Thunder Bay,48.4,-89.32,79.0,44,40,11.41,CA,2020-08-27 19:52:35
402,Corowa,-36.03,146.38,42.8,81,75,9.17,AU,2020-08-27 19:54:11
403,Pisco,-13.7,-76.22,69.01,72,13,11.41,PE,2020-08-27 19:54:11
404,Tsarychanka,48.94,34.48,63.1,78,96,5.68,UA,2020-08-27 19:54:11
405,Tornio,65.85,24.15,37.4,100,12,2.24,FI,2020-08-27 19:54:12
406,Portland,45.52,-122.68,78.01,49,20,8.05,US,2020-08-27 19:53:18
407,Kenora,49.82,-94.43,71.6,46,75,1.59,CA,2020-08-27 19:53:56
408,Guantanamo,20.14,-75.21,89.6,75,75,10.29,CU,2020-08-27 19:54:12
409,Omsukchan,62.53,155.8,39.6,80,100,4.32,RU,2020-08-27 19:54:12
410,Alofi,-19.06,-169.92,69.8,88,99,2.24,NU,2020-08-27 19:51:56
411,Berdigestyakh,62.1,126.7,40.96,67,0,4.5,RU,2020-08-27 19:54:13
412,Naliya,23.27,68.83,81.72,84,100,9.53,IN,2020-08-27 19:54:13
413,Rincon,32.3,-81.24,93.0,59,75,11.41,US,2020-08-27 19:51:33
414,Juruti,-2.15,-56.09,98.46,32,86,1.74,BR,2020-08-27 19:54:13
415,Baker City,44.77,-117.83,78.8,22,1,10.29,US,2020-08-27 19:52:06
416,Monrovia,6.3,-10.8,78.8,83,75,8.05,LR,2020-08-27 19:54:13
417,Peterhead,57.51,-1.8,53.6,87,90,6.93,GB,2020-08-27 19:54:13
418,Shache,38.42,77.24,70.32,44,100,16.04,CN,2020-08-27 19:54:13
419,Panacan,9.25,118.41,79.92,77,100,3.09,PH,2020-08-27 19:54:14
420,Camp Verde,34.56,-111.85,100.0,14,1,4.7,US,2020-08-27 19:54:14
421,Turayf,31.67,38.66,84.2,25,0,9.17,SA,2020-08-27 19:54:14
422,Nsoko,-27.03,31.95,61.07,77,0,6.24,SZ,2020-08-27 19:54:14
423,Namtsy,62.72,129.67,42.8,48,11,2.24,RU,2020-08-27 19:54:14
424,Coos Bay,43.37,-124.22,80.01,77,1,20.8,US,2020-08-27 19:54:14
425,Belaya Gora,68.53,146.42,40.75,84,25,1.52,RU,2020-08-27 19:54:14
426,Gazli,40.13,63.45,71.29,39,0,10.67,UZ,2020-08-27 19:54:14
427,Egvekinot,66.32,-179.17,45.3,81,94,8.03,RU,2020-08-27 19:53:48
428,Ahipara,-35.17,173.17,52.63,76,2,6.64,NZ,2020-08-27 19:54:15
429,Malangwa,26.86,85.56,81.36,77,0,7.78,NP,2020-08-27 19:54:15
430,Hamilton,39.18,-84.53,82.0,84,99,10.63,US,2020-08-27 19:54:15
431,Hobyo,5.35,48.53,76.37,82,94,25.97,SO,2020-08-27 19:54:15
432,Raton,36.9,-104.44,89.6,14,1,17.22,US,2020-08-27 19:54:15
433,Stjordalshalsen,63.47,10.93,50.0,87,50,4.7,NO,2020-08-27 19:54:15
434,Hofn,64.25,-15.21,49.8,83,61,4.72,IS,2020-08-27 19:54:16
435,Dargaville,-35.93,173.88,51.37,78,67,5.97,NZ,2020-08-27 19:54:16
436,Areia Branca,-4.96,-37.14,80.89,64,89,23.24,BR,2020-08-27 19:54:16
437,Norman Wells,65.28,-126.83,55.4,82,75,5.82,CA,2020-08-27 19:54:16
438,Quzhou,28.96,118.87,75.4,94,100,2.06,CN,2020-08-27 19:54:16
439,Fougamou,-1.22,10.58,74.46,89,100,4.52,GA,2020-08-27 19:54:16
440,Diu,20.71,70.98,80.35,87,100,14.03,IN,2020-08-27 19:54:16
441,Kabalo,-6.05,26.92,79.2,61,0,5.64,CD,2020-08-27 19:54:17
442,Bambanglipuro,-7.95,110.28,70.97,90,0,3.89,ID,2020-08-27 19:54:17
443,Hearst,49.68,-83.67,55.09,90,100,6.6,CA,2020-08-27 19:54:17
444,Ballina,-28.87,153.57,55.0,93,1,7.49,AU,2020-08-27 19:54:17
445,Tomatlan,19.93,-105.25,75.87,95,100,11.07,MX,2020-08-27 19:54:17
446,Centralia,46.72,-122.95,75.99,47,1,8.05,US,2020-08-27 19:54:17
447,Trincomalee,8.57,81.23,79.83,79,97,13.56,LK,2020-08-27 19:54:17
448,Colares,38.8,-9.45,73.0,88,75,9.17,PT,2020-08-27 19:54:17
449,Raul Soares,-20.1,-42.45,77.45,52,81,2.95,BR,2020-08-27 19:54:18
450,Puerto Escondido,15.85,-97.07,84.2,54,75,9.17,MX,2020-08-27 19:54:18
451,Severnyy,50.68,36.55,62.6,77,75,4.47,RU,2020-08-27 19:54:18
452,Seoul,37.57,126.98,78.8,94,75,4.21,KR,2020-08-27 19:49:53
453,Kristiinankaupunki,62.27,21.38,51.66,70,0,6.93,FI,2020-08-27 19:54:18
454,Teya,60.38,92.63,47.77,91,13,3.31,RU,2020-08-27 19:54:18
455,Maniitsoq,65.42,-52.9,48.76,65,100,6.06,GL,2020-08-27 19:54:18
456,Bud,39.45,-86.18,80.01,88,40,9.24,US,2020-08-27 19:54:18
457,Kargasok,59.06,80.86,48.7,90,29,6.11,RU,2020-08-27 19:54:18
458,Sal Rei,16.18,-22.92,80.6,74,75,10.29,CV,2020-08-27 19:54:19
459,Baruun-Urt,46.68,113.28,63.57,66,97,5.06,MN,2020-08-27 19:54:19
460,Cortes,41.94,-1.44,87.8,45,0,11.41,ES,2020-08-27 19:54:19
461,La Mata,8.08,-80.88,84.02,72,96,8.1,PA,2020-08-27 19:54:19
462,Veraval,20.9,70.37,80.94,86,100,16.04,IN,2020-08-27 19:52:32
463,Calbe,51.9,11.77,59.0,69,100,1.14,DE,2020-08-27 19:54:19
464,Henties Bay,-22.12,14.28,55.99,89,0,7.7,NA,2020-08-27 19:54:19
465,Goundam,16.41,-3.67,95.72,34,81,2.3,ML,2020-08-27 19:54:19
466,Manggar,-2.88,108.27,80.6,79,89,12.37,ID,2020-08-27 19:54:20
467,Talnakh,69.49,88.4,55.4,82,1,8.95,RU,2020-08-27 19:54:20
468,Ust-Ilimsk,58.0,102.66,52.43,96,99,2.33,RU,2020-08-27 19:54:20
469,Coihaique,-45.58,-72.07,41.0,75,90,6.93,CL,2020-08-27 19:54:20
470,Kodinsk,58.69,99.18,51.46,93,60,2.44,RU,2020-08-27 19:54:20
471,Nouadhibou,20.93,-17.03,84.2,62,0,18.34,MR,2020-08-27 19:50:02
472,Kilindoni,-7.91,39.67,76.51,79,0,10.6,TZ,2020-08-27 19:54:20
473,Cockburn Town,21.46,-71.14,83.05,79,5,15.77,TC,2020-08-27 19:54:20
474,Miandrivazo,-19.52,45.47,74.53,58,0,1.39,MG,2020-08-27 19:54:20
475,Atasu,48.68,71.64,61.09,61,0,7.14,KZ,2020-08-27 19:54:21
476,Gevgelija,41.14,22.5,79.0,55,50,1.01,MK,2020-08-27 19:54:21
477,Te Anau,-45.42,167.72,41.16,90,98,6.71,NZ,2020-08-27 19:54:21
478,Celendin,-6.87,-78.15,77.0,32,20,6.93,PE,2020-08-27 19:54:21
479,Palaia Fokaia,37.72,23.95,80.01,69,0,5.08,GR,2020-08-27 19:54:21
480,Krasnovishersk,60.41,57.08,54.99,97,40,5.08,RU,2020-08-27 19:54:21
481,Srednekolymsk,67.45,153.68,42.62,90,92,7.27,RU,2020-08-27 19:54:21
482,Piskavica,44.87,16.97,66.2,77,0,2.24,BA,2020-08-27 19:54:22
483,Nago,26.59,127.98,78.8,88,90,4.7,JP,2020-08-27 19:54:22
484,Otradnoye,59.78,30.82,53.01,99,100,4.12,RU,2020-08-27 19:54:22
485,Saint-Augustin,51.23,-58.65,53.73,85,100,18.25,CA,2020-08-27 19:54:22
486,Angoche,-16.23,39.91,74.17,85,0,8.7,MZ,2020-08-27 19:54:22
487,Geraldton,-28.77,114.6,50.0,100,0,5.82,AU,2020-08-27 19:54:22
488,Genthin,52.4,12.17,61.0,65,34,1.61,DE,2020-08-27 19:54:22
489,Rafaela,-31.25,-61.49,69.01,40,96,7.0,AR,2020-08-27 19:54:22
490,Maputo,-25.97,32.59,66.2,88,75,14.99,MZ,2020-08-27 19:54:23
491,Diphu,25.83,93.43,74.79,77,82,0.69,IN,2020-08-27 19:54:23
492,Barabinsk,55.36,78.36,52.23,92,12,5.86,RU,2020-08-27 19:54:23
493,Lithia Springs,33.79,-84.66,90.0,52,1,3.36,US,2020-08-27 19:51:05
494,Manta,-0.95,-80.73,77.0,78,75,12.62,EC,2020-08-27 19:49:43
495,Saquena,-4.67,-73.52,97.77,28,28,0.76,PE,2020-08-27 19:54:23
496,Pacific Grove,36.62,-121.92,66.2,63,90,8.05,US,2020-08-27 19:54:24
497,Miranda,3.25,-76.23,86.0,55,75,3.36,CO,2020-08-27 19:54:24
498,Hualmay,-11.1,-77.61,66.87,70,10,9.55,PE,2020-08-27 19:54:24
499,Scarborough,54.28,-0.4,55.0,94,100,7.4,GB,2020-08-27 19:54:24
500,Gisborne,-38.65,178.0,46.99,72,2,4.0,NZ,2020-08-27 19:54:24
501,Banda Aceh,5.56,95.32,79.52,78,100,0.36,ID,2020-08-27 19:54:24
502,Ratholo,-22.72,27.57,59.95,78,0,10.27,BW,2020-08-27 19:54:24
503,Kitgum,3.28,32.89,67.14,93,67,1.81,UG,2020-08-27 19:51:36
504,Victor Harbor,-35.57,138.62,45.0,92,0,4.29,AU,2020-08-27 19:54:25
505,Bardiyah,31.76,25.09,76.42,84,0,12.39,LY,2020-08-27 19:54:25
506,Safford,32.83,-109.71,100.4,16,1,10.29,US,2020-08-27 19:54:25
507,Dong Hoi,17.48,106.6,81.0,75,84,9.15,VN,2020-08-27 19:54:25
508,Taksimo,56.34,114.88,50.29,79,96,1.43,RU,2020-08-27 19:54:25
509,Kutum,14.2,24.67,75.4,70,100,9.44,SD,2020-08-27 19:54:25
510,Kampong Thum,12.71,104.89,78.44,82,100,1.52,KH,2020-08-27 19:54:25
511,Romanovka,51.74,42.75,69.75,57,100,3.4,RU,2020-08-27 19:54:26
512,Chandla,25.08,80.2,81.82,81,82,6.85,IN,2020-08-27 19:54:26
513,Juegang,32.32,121.19,82.0,48,75,1.52,CN,2020-08-27 19:54:26
514,Karratha,-20.74,116.85,74.75,43,0,6.89,AU,2020-08-27 19:50:12
515,Altay,47.87,88.12,56.05,45,100,1.61,CN,2020-08-27 19:54:26
516,Chauk,20.88,94.82,78.66,82,33,10.42,MM,2020-08-27 19:54:26
517,North Bend,43.41,-124.22,80.01,77,1,20.8,US,2020-08-27 19:54:26
518,Bilibino,68.05,166.44,40.77,86,100,2.73,RU,2020-08-27 19:54:26
519,Jalu,29.03,21.55,80.24,60,0,16.04,LY,2020-08-27 19:54:27
520,Chinsali,-10.54,32.08,67.91,44,0,7.85,ZM,2020-08-27 19:54:27
521,Grindavik,63.84,-22.43,50.0,81,75,13.87,IS,2020-08-27 19:54:27
522,Matay,28.42,30.78,82.33,44,0,16.6,EG,2020-08-27 19:54:27
523,Santo Antonio Do Ica,-3.1,-67.94,88.3,54,95,1.14,BR,2020-08-27 19:54:27
524,San Juan,-31.54,-68.54,70.92,23,0,6.13,AR,2020-08-27 19:50:39
525,Sorong,-0.88,131.25,77.9,86,71,10.8,ID,2020-08-27 19:54:27
526,Perth,-31.93,115.83,59.0,62,0,10.29,AU,2020-08-27 19:54:28
527,Trinidad,-14.83,-64.9,95.0,47,20,11.41,BO,2020-08-27 19:54:28
528,Nibbar,36.29,8.77,87.8,38,0,5.82,TN,2020-08-27 19:54:28
529,Zheleznodorozhnyy,55.75,38.0,63.0,100,40,4.47,RU,2020-08-27 19:54:28
530,Gberia Fotombu,9.88,-11.17,70.99,97,37,4.23,SL,2020-08-27 19:54:28
531,Lamu,-2.27,40.9,76.03,80,0,13.91,KE,2020-08-27 19:54:28
532,Opuwo,-18.06,13.84,62.96,31,64,6.76,NA,2020-08-27 19:54:28
533,Cherusti,55.55,40.01,59.02,83,99,5.28,RU,2020-08-27 19:54:28
534,Kandrian,-6.22,149.55,78.6,84,100,12.97,PG,2020-08-27 19:54:29
535,Ostrovnoy,68.05,39.51,47.52,84,100,27.49,RU,2020-08-27 19:54:29
536,Morondava,-20.28,44.28,75.04,72,0,15.01,MG,2020-08-27 19:54:29
537,Guaruja,-23.99,-46.26,73.4,69,0,5.82,BR,2020-08-27 19:54:29
538,Gat,31.61,34.76,80.01,36,0,1.01,IL,2020-08-27 19:54:29
539,Comodoro Rivadavia,-45.87,-67.5,59.0,33,40,18.34,AR,2020-08-27 19:51:45
540,Kristinehamn,59.31,14.11,57.2,87,100,1.66,SE,2020-08-27 19:54:29
541,Moranbah,-22.0,148.05,52.65,92,0,9.62,AU,2020-08-27 19:54:30
542,Novoselitskoye,44.75,43.44,69.8,52,92,11.18,RU,2020-08-27 19:54:30
543,Uray,60.12,64.78,57.22,94,32,8.66,RU,2020-08-27 19:54:30
544,Genhe,50.78,121.52,49.42,66,100,4.63,CN,2020-08-27 19:54:30
545,Bloomfield,40.81,-74.19,93.0,43,20,16.11,US,2020-08-27 19:54:30
546,Bourail,-21.57,165.48,63.64,72,53,4.74,NC,2020-08-27 19:54:30
547,Kysyl-Syr,63.9,122.76,45.09,62,0,4.61,RU,2020-08-27 19:54:30
548,Maxixe,-23.86,35.35,68.85,83,47,6.51,MZ,2020-08-27 19:54:30
549,Itoman,26.12,127.67,78.8,94,75,3.36,JP,2020-08-27 19:54:30
550,Ust-Uda,54.17,103.03,55.4,91,100,3.74,RU,2020-08-27 19:54:31
551,Bam,29.11,58.36,82.51,15,68,8.21,IR,2020-08-27 19:54:31
552,Salinas,36.68,-121.66,66.2,68,40,6.93,US,2020-08-27 19:54:30
553,Biak,-0.91,122.88,75.61,82,68,7.49,ID,2020-08-27 19:54:31
554,Dauriya,49.93,116.87,55.83,88,100,17.92,RU,2020-08-27 19:54:31
555,Zarate,-34.1,-59.03,69.01,47,0,4.0,AR,2020-08-27 19:54:31
556,Songjianghe,42.19,127.48,65.19,96,0,5.35,CN,2020-08-27 19:54:32
557,Seabra,-12.42,-41.77,78.17,30,0,11.5,BR,2020-08-27 19:52:48
558,Port Lincoln,-34.73,135.87,51.6,89,0,2.93,AU,2020-08-27 19:54:32
559,Praya,14.92,-23.51,82.4,74,75,6.93,CV,2020-08-27 19:54:32
560,Nicoya,10.15,-85.45,86.0,74,40,10.29,CR,2020-08-27 19:54:32
561,Wuzhou,23.48,111.32,73.2,79,0,1.01,CN,2020-08-27 19:54:32
562,Riberalta,-10.98,-66.1,100.42,22,5,2.71,BO,2020-08-27 19:54:32
563,Nhulunbuy,-12.23,136.77,75.2,64,3,10.29,AU,2020-08-27 19:54:32
564,Port-De-Bouc,43.4,4.98,77.0,73,0,4.7,FR,2020-08-27 19:54:32
565,Mabaruma,8.2,-59.78,86.38,66,92,6.6,GY,2020-08-27 19:54:33
566,Arman,59.7,150.17,47.03,69,73,7.7,RU,2020-08-27 19:54:33
567,Kolosovka,56.47,73.61,52.81,90,54,4.68,RU,2020-08-27 19:54:33
568,Gushikawa,26.35,127.87,78.8,88,90,4.7,JP,2020-08-27 19:54:33
569,High Level,58.52,-117.14,59.0,87,75,11.41,CA,2020-08-27 19:54:33
570,Omegna,45.88,8.41,73.99,72,15,1.99,IT,2020-08-27 19:54:33
571,Ajdabiya,30.76,20.23,77.77,70,0,15.35,LY,2020-08-27 19:54:33
572,Shiyan,32.65,110.78,70.29,86,0,1.45,CN,2020-08-27 19:54:33
573,Champerico,14.3,-91.92,84.2,74,40,6.93,GT,2020-08-27 19:54:34
574,Yugorsk,61.31,63.33,56.91,96,7,7.4,RU,2020-08-27 19:54:34
575,Capaci,38.17,13.24,80.6,69,21,6.93,IT,2020-08-27 19:54:34
576,Pilar,-9.6,-35.96,78.8,61,20,10.29,BR,2020-08-27 19:51:25
577,Sechura,-5.56,-80.82,75.4,50,5,14.36,PE,2020-08-27 19:54:34
578,Chiredzi,-21.05,31.67,65.03,76,1,5.53,ZW,2020-08-27 19:54:34
579,Galle,6.04,80.22,80.98,79,81,11.12,LK,2020-08-27 19:54:34
580,Polunochnoye,60.87,60.42,54.82,96,8,5.7,RU,2020-08-27 19:54:34
581,Gaomi,36.38,119.75,73.0,100,20,2.24,CN,2020-08-27 19:54:34
582,Bangassou,4.74,22.82,71.74,94,99,0.89,CF,2020-08-27 19:54:35
583,Ferrol,43.48,-8.24,68.0,100,75,6.93,ES,2020-08-27 19:52:36
584,Limbe,4.02,9.21,78.8,100,40,2.24,CM,2020-08-27 19:54:35
